Month,Sector,Jurisdiction,Number_of_Agreements,Number_of_Employees,Duration_Months_Avg,First_Year_Pct_Adjustment_Avg,Annual_Pct_Adjustment_Avg,Extraction_Date
Private sector,May 2025,All Jurisdictions,4,11083,46.3,2.9,2.8,2025-10-21
Private sector,May 2025,Provincial Jurisdiction,4,11083,46.3,2.9,2.8,2025-10-21
Private sector,June 2025,All Jurisdictions,2,1523,47.1,4.7,3.5,2025-10-21
Private sector,June 2025,Federal Jurisdiction,1,733,48.0,5.0,4.5,2025-10-21
Private sector,June 2025,Provincial Jurisdiction,1,790,46.3,4.4,2.5,2025-10-21
Private sector,July 2025,All Jurisdictions,2,42230,48.7,7.8,2.0,2025-10-21
Private sector,July 2025,Federal Jurisdiction,1,2500,60.0,4.0,3.4,2025-10-21
Private sector,July 2025,Provincial Jurisdiction,1,39730,48.0,8.0,1.9,2025-10-21
Public sector,August 2024,All Jurisdictions,3,18202,46.5,2.6,3.1,2025-10-21
Public sector,August 2024,Federal Jurisdiction,1,652,36.0,4.0,3.3,2025-10-21
Public sector,August 2024,Provincial Jurisdiction,2,17550,46.9,2.6,3.1,2025-10-21
Public sector,September 2024,All Jurisdictions,1,5000,36.0,3.5,3.0,2025-10-21
Public sector,September 2024,Provincial Jurisdiction,1,5000,36.0,3.5,3.0,2025-10-21
Public sector,October 2024,All Jurisdictions,6,37880,45.6,3.4,3.8,2025-10-21
Public sector,October 2024,Federal Jurisdiction,1,1080,48.0,4.7,3.2,2025-10-21
Public sector,October 2024,Provincial Jurisdiction,5,36800,45.5,3.3,3.9,2025-10-21
Public sector,November 2024,All Jurisdictions,6,6894,38.1,3.7,3.4,2025-10-21
Public sector,November 2024,Federal Jurisdiction,1,1020,48.0,4.8,3.1,2025-10-21
Public sector,November 2024,Provincial Jurisdiction,5,5874,36.4,3.5,3.4,2025-10-21
Public sector,December 2024,All Jurisdictions,8,112001,52.1,5.7,3.7,2025-10-21
Public sector,December 2024,Federal Jurisdiction,2,6410,48.0,4.8,3.2,2025-10-21
Public sector,December 2024,Provincial Jurisdiction,6,105591,52.4,5.7,3.7,2025-10-21
Public sector,January 2025,All Jurisdictions,4,9786,57.5,6.1,3.3,2025-10-21
Public sector,January 2025,Provincial Jurisdiction,4,9786,57.5,6.1,3.3,2025-10-21
Public sector,February 2025,All Jurisdictions,4,10100,45.6,4.3,3.4,2025-10-21
Public sector,February 2025,Federal Jurisdiction,1,7670,48.0,4.7,3.7,2025-10-21
Public sector,February 2025,Provincial Jurisdiction,3,2430,37.9,2.7,2.6,2025-10-21
Public sector,March 2025,All Jurisdictions,5,20731,46.0,3.4,3.4,2025-10-21
Public sector,March 2025,Provincial Jurisdiction,5,20731,46.0,3.4,3.4,2025-10-21
Public sector,April 2025,All Jurisdictions,7,56733,45.3,3.4,3.1,2025-10-21
Public sector,April 2025,Provincial Jurisdiction,7,56733,45.3,3.4,3.1,2025-10-21
Public sector,May 2025,All Jurisdictions,5,14101,44.2,3.2,3.1,2025-10-21
Public sector,May 2025,Provincial Jurisdiction,5,14101,44.2,3.2,3.1,2025-10-21
Public sector,June 2025,All Jurisdictions,2,3134,56.8,3.0,3.4,2025-10-21
Public sector,June 2025,Provincial Jurisdiction,2,3134,56.8,3.0,3.4,2025-10-21
Public sector,July 2025,All Jurisdictions,2,3428,44.6,3.2,3.2,2025-10-21
Public sector,July 2025,Federal Jurisdiction,1,836,36.0,4.0,3.5,2025-10-21
Public sector,July 2025,Provincial Jurisdiction,1,2592,47.4,3.0,3.0,2025-10-21
,Unnamed: 0_level_1,All Jurisdictions,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
,Unnamed: 0_level_1,Federal Jurisdiction,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
,Unnamed: 0_level_1,Provincial Jurisdiction,Number of agreements,Number of employees,Duration of agreements in months (average),First year percentage adjustment (average),Annual percentage adjustment (average),
August 2024,All industries,All Jurisdictions,5,21192,45.1,3.2,3.0,2025-10-21
August 2024,All industries,Federal Jurisdiction,1,652,36.0,4.0,3.3,2025-10-21
August 2024,All industries,Provincial Jurisdiction,4,20540,45.3,3.2,3.0,2025-10-21
August 2024,Transportation,All Jurisdictions,1,652,36.0,4.0,3.3,2025-10-21
August 2024,Transportation,Federal Jurisdiction,1,652,36.0,4.0,3.3,2025-10-21
August 2024,Finance and professional services,All Jurisdictions,1,2240,36.0,7.7,2.5,2025-10-21
August 2024,Finance and professional services,Provincial Jurisdiction,1,2240,36.0,7.7,2.5,2025-10-21
August 2024,"Education, health, and social services",All Jurisdictions,2,17550,46.9,2.6,3.1,2025-10-21
August 2024,"Education, health, and social services",Provincial Jurisdiction,2,17550,46.9,2.6,3.1,2025-10-21
August 2024,Entertainment and hospitality,All Jurisdictions,1,750,36.0,5.0,3.7,2025-10-21
August 2024,Entertainment and hospitality,Provincial Jurisdiction,1,750,36.0,5.0,3.7,2025-10-21
September 2024,All industries,All Jurisdictions,5,14010,31.8,5.7,4.4,2025-10-21
September 2024,All industries,Federal Jurisdiction,1,550,48.0,5.0,4.2,2025-10-21
September 2024,All industries,Provincial Jurisdiction,4,13460,31.1,5.7,4.4,2025-10-21
September 2024,Manufacturing,All Jurisdictions,1,2710,24.1,15.3,9.9,2025-10-21
September 2024,Manufacturing,Provincial Jurisdiction,1,2710,24.1,15.3,9.9,2025-10-21
September 2024,Transportation,All Jurisdictions,1,550,48.0,5.0,4.2,2025-10-21
September 2024,Transportation,Federal Jurisdiction,1,550,48.0,5.0,4.2,2025-10-21
September 2024,Finance and professional services,All Jurisdictions,2,5750,30.1,3.2,2.9,2025-10-21
September 2024,Finance and professional services,Provincial Jurisdiction,2,5750,30.1,3.2,2.9,2025-10-21
September 2024,"Education, health, and social services",All Jurisdictions,1,5000,36.0,3.5,3.0,2025-10-21
September 2024,"Education, health, and social services",Provincial Jurisdiction,1,5000,36.0,3.5,3.0,2025-10-21
October 2024,All industries,All Jurisdictions,8,45176,45.7,3.4,3.7,2025-10-21
October 2024,All industries,Federal Jurisdiction,2,1680,39.4,4.2,3.2,2025-10-21
October 2024,All industries,Provincial Jurisdiction,6,43496,45.9,3.4,3.7,2025-10-21
October 2024,Transportation,All Jurisdictions,1,600,24.0,3.2,3.1,2025-10-21
October 2024,Transportation,Federal Jurisdiction,1,600,24.0,3.2,3.1,2025-10-21
October 2024,"Education, health, and social services",All Jurisdictions,4,36396,47.8,3.0,3.8,2025-10-21
October 2024,"Education, health, and social services",Provincial Jurisdiction,4,36396,47.8,3.0,3.8,2025-10-21
October 2024,Public administration,All Jurisdictions,3,8180,37.6,5.4,3.4,2025-10-21
October 2024,Public administration,Federal Jurisdiction,1,1080,48.0,4.7,3.2,2025-10-21
October 2024,Public administration,Provincial Jurisdiction,2,7100,36.0,5.5,3.4,2025-10-21
November 2024,All industries,All Jurisdictions,6,6894,38.1,3.7,3.4,2025-10-21
November 2024,All industries,Federal Jurisdiction,1,1020,48.0,4.8,3.1,2025-10-21
November 2024,All industries,Provincial Jurisdiction,5,5874,36.4,3.5,3.4,2025-10-21
November 2024,Finance and professional services,All Jurisdictions,1,1020,48.0,4.8,3.1,2025-10-21
November 2024,Finance and professional services,Federal Jurisdiction,1,1020,48.0,4.8,3.1,2025-10-21
November 2024,"Education, health, and social services",All Jurisdictions,2,1547,30.2,4.3,3.8,2025-10-21
November 2024,"Education, health, and social services",Provincial Jurisdiction,2,1547,30.2,4.3,3.8,2025-10-21
November 2024,Public administration,All Jurisdictions,3,4327,38.6,3.3,3.3,2025-10-21
November 2024,Public administration,Provincial Jurisdiction,3,4327,38.6,3.3,3.3,2025-10-21
December 2024,All industries,All Jurisdictions,15,125802,52.7,5.3,3.7,2025-10-21
December 2024,All industries,Federal Jurisdiction,4,9004,48.0,4.8,3.2,2025-10-21
December 2024,All industries,Provincial Jurisdiction,11,116798,53.0,5.4,3.7,2025-10-21
December 2024,Utilities,All Jurisdictions,1,1151,24.0,4.0,3.7,2025-10-21
December 2024,Utilities,Provincial Jurisdiction,1,1151,24.0,4.0,3.7,2025-10-21
December 2024,Manufacturing,All Jurisdictions,1,1400,60.0,8.0,4.5,2025-10-21
December 2024,Manufacturing,Provincial Jurisdiction,1,1400,60.0,8.0,4.5,2025-10-21
December 2024,Transportation,All Jurisdictions,3,4394,48.0,4.0,3.1,2025-10-21
December 2024,Transportation,Federal Jurisdiction,2,2594,48.0,4.7,3.2,2025-10-21
December 2024,Transportation,Provincial Jurisdiction,1,1800,48.0,3.0,3.0,2025-10-21
December 2024,Finance and professional services,All Jurisdictions,1,6295,72.0,0.0,3.6,2025-10-21
December 2024,Finance and professional services,Provincial Jurisdiction,1,6295,72.0,0.0,3.6,2025-10-21
December 2024,"Education, health, and social services",All Jurisdictions,4,99443,54.2,5.8,3.6,2025-10-21
December 2024,"Education, health, and social services",Provincial Jurisdiction,4,99443,54.2,5.8,3.6,2025-10-21
December 2024,Entertainment and hospitality,All Jurisdictions,1,561,24.0,10.0,6.9,2025-10-21
December 2024,Entertainment and hospitality,Provincial Jurisdiction,1,561,24.0,10.0,6.9,2025-10-21
December 2024,Public administration,All Jurisdictions,4,12558,35.3,4.5,3.8,2025-10-21
December 2024,Public administration,Federal Jurisdiction,2,6410,48.0,4.8,3.2,2025-10-21
December 2024,Public administration,Provincial Jurisdiction,2,6148,22.2,4.1,4.4,2025-10-21
January 2025,All industries,All Jurisdictions,7,13702,57.6,5.3,3.3,2025-10-21
January 2025,All industries,Federal Jurisdiction,1,536,36.0,3.0,3.0,2025-10-21
January 2025,All industries,Provincial Jurisdiction,6,13166,58.5,5.4,3.3,2025-10-21
January 2025,Primary industries,All Jurisdictions,1,536,36.0,3.0,3.0,2025-10-21
January 2025,Primary industries,Federal Jurisdiction,1,536,36.0,3.0,3.0,2025-10-21
January 2025,Utilities,All Jurisdictions,1,980,36.0,2.8,3.5,2025-10-21
January 2025,Utilities,Provincial Jurisdiction,1,980,36.0,2.8,3.5,2025-10-21
January 2025,Manufacturing,All Jurisdictions,1,2400,72.0,4.0,3.2,2025-10-21
January 2025,Manufacturing,Provincial Jurisdiction,1,2400,72.0,4.0,3.2,2025-10-21
January 2025,Wholesale and retail trade,All Jurisdictions,1,4947,72.0,6.0,3.3,2025-10-21
January 2025,Wholesale and retail trade,Provincial Jurisdiction,1,4947,72.0,6.0,3.3,2025-10-21
January 2025,"Education, health, and social services",All Jurisdictions,1,587,36.0,3.0,3.0,2025-10-21
January 2025,"Education, health, and social services",Provincial Jurisdiction,1,587,36.0,3.0,3.0,2025-10-21
January 2025,Public administration,All Jurisdictions,2,4252,43.6,6.5,3.4,2025-10-21
January 2025,Public administration,Provincial Jurisdiction,2,4252,43.6,6.5,3.4,2025-10-21
February 2025,All industries,All Jurisdictions,8,15157,45.3,4.7,3.6,2025-10-21
February 2025,All industries,Federal Jurisdiction,5,12727,46.7,5.0,3.8,2025-10-21
February 2025,All industries,Provincial Jurisdiction,3,2430,37.9,2.7,2.6,2025-10-21
February 2025,Transportation,All Jurisdictions,4,5057,44.9,5.5,4.0,2025-10-21
February 2025,Transportation,Federal Jurisdiction,4,5057,44.9,5.5,4.0,2025-10-21
February 2025,"Education, health, and social services",All Jurisdictions,3,2430,37.9,2.7,2.6,2025-10-21
February 2025,"Education, health, and social services",Provincial Jurisdiction,3,2430,37.9,2.7,2.6,2025-10-21
February 2025,Public administration,All Jurisdictions,1,7670,48.0,4.7,3.7,2025-10-21
February 2025,Public administration,Federal Jurisdiction,1,7670,48.0,4.7,3.7,2025-10-21
March 2025,All industries,All Jurisdictions,6,22135,47.7,3.1,3.3,2025-10-21
March 2025,All industries,Provincial Jurisdiction,6,22135,47.7,3.1,3.3,2025-10-21
March 2025,Transportation,All Jurisdictions,1,3400,36.0,3.0,3.2,2025-10-21
March 2025,Transportation,Provincial Jurisdiction,1,3400,36.0,3.0,3.2,2025-10-21
March 2025,"Education, health, and social services",All Jurisdictions,4,10495,51.2,2.6,3.0,2025-10-21
March 2025,"Education, health, and social services",Provincial Jurisdiction,4,10495,51.2,2.6,3.0,2025-10-21
March 2025,Public administration,All Jurisdictions,1,8240,48.0,3.9,3.7,2025-10-21
March 2025,Public administration,Provincial Jurisdiction,1,8240,48.0,3.9,3.7,2025-10-21
April 2025,All industries,All Jurisdictions,13,172748,46.9,6.3,4.6,2025-10-21
April 2025,All industries,Provincial Jurisdiction,13,172748,46.9,6.3,4.6,2025-10-21
April 2025,Construction,All Jurisdictions,4,113531,48.0,7.6,5.3,2025-10-21
April 2025,Construction,Provincial Jurisdiction,4,113531,48.0,7.6,5.3,2025-10-21
April 2025,Wholesale and retail trade,All Jurisdictions,1,878,60.0,6.7,3.9,2025-10-21
April 2025,Wholesale and retail trade,Provincial Jurisdiction,1,878,60.0,6.7,3.9,2025-10-21
April 2025,"Education, health, and social services",All Jurisdictions,6,51020,43.6,3.4,3.2,2025-10-21
April 2025,"Education, health, and social services",Provincial Jurisdiction,6,51020,43.6,3.4,3.2,2025-10-21
April 2025,Entertainment and hospitality,All Jurisdictions,1,1606,24.0,10.8,10.2,2025-10-21
April 2025,Entertainment and hospitality,Provincial Jurisdiction,1,1606,24.0,10.8,10.2,2025-10-21
April 2025,Public administration,All Jurisdictions,1,5713,60.0,2.8,2.5,2025-10-21
April 2025,Public administration,Provincial Jurisdiction,1,5713,60.0,2.8,2.5,2025-10-21
May 2025,All industries,All Jurisdictions,9,25184,45.1,3.1,3.0,2025-10-21
May 2025,All industries,Provincial Jurisdiction,9,25184,45.1,3.1,3.0,2025-10-21
May 2025,Construction,All Jurisdictions,3,9533,47.9,2.7,2.5,2025-10-21
May 2025,Construction,Provincial Jurisdiction,3,9533,47.9,2.7,2.5,2025-10-21
May 2025,Finance and professional services,All Jurisdictions,1,1550,36.0,4.2,4.6,2025-10-21
May 2025,Finance and professional services,Provincial Jurisdiction,1,1550,36.0,4.2,4.6,2025-10-21
May 2025,"Education, health, and social services",All Jurisdictions,2,7024,46.4,2.9,2.9,2025-10-21
May 2025,"Education, health, and social services",Provincial Jurisdiction,2,7024,46.4,2.9,2.9,2025-10-21
May 2025,Public administration,All Jurisdictions,3,7077,42.1,3.5,3.3,2025-10-21
May 2025,Public administration,Provincial Jurisdiction,3,7077,42.1,3.5,3.3,2025-10-21
June 2025,All industries,All Jurisdictions,4,4657,53.6,3.6,3.4,2025-10-21
June 2025,All industries,Federal Jurisdiction,1,733,48.0,5.0,4.5,2025-10-21
June 2025,All industries,Provincial Jurisdiction,3,3924,54.7,3.3,3.2,2025-10-21
June 2025,Utilities,All Jurisdictions,1,2300,60.0,3.0,3.5,2025-10-21
June 2025,Utilities,Provincial Jurisdiction,1,2300,60.0,3.0,3.5,2025-10-21
June 2025,Construction,All Jurisdictions,1,790,46.3,4.4,2.5,2025-10-21
June 2025,Construction,Provincial Jurisdiction,1,790,46.3,4.4,2.5,2025-10-21
June 2025,Transportation,All Jurisdictions,1,733,48.0,5.0,4.5,2025-10-21
June 2025,Transportation,Federal Jurisdiction,1,733,48.0,5.0,4.5,2025-10-21
June 2025,"Education, health, and social services",All Jurisdictions,1,834,48.0,3.0,3.0,2025-10-21
June 2025,"Education, health, and social services",Provincial Jurisdiction,1,834,48.0,3.0,3.0,2025-10-21
July 2025,All industries,All Jurisdictions,4,45658,48.4,7.4,2.1,2025-10-21
July 2025,All industries,Federal Jurisdiction,2,3336,54.0,4.0,3.4,2025-10-21
July 2025,All industries,Provincial Jurisdiction,2,42322,48.0,7.7,2.0,2025-10-21
July 2025,Construction,All Jurisdictions,1,39730,48.0,8.0,1.9,2025-10-21
July 2025,Construction,Provincial Jurisdiction,1,39730,48.0,8.0,1.9,2025-10-21
July 2025,Transportation,All Jurisdictions,1,2592,47.4,3.0,3.0,2025-10-21
July 2025,Transportation,Provincial Jurisdiction,1,2592,47.4,3.0,3.0,2025-10-21
July 2025,Information and culture,All Jurisdictions,1,2500,60.0,4.0,3.4,2025-10-21
July 2025,Information and culture,Federal Jurisdiction,1,2500,60.0,4.0,3.4,2025-10-21
July 2025,Finance and professional services,All Jurisdictions,1,836,36.0,4.0,3.5,2025-10-21
July 2025,Finance and professional services,Federal Jurisdiction,1,836,36.0,4.0,3.5,2025-10-21
Q32022,All industries,All Jurisdictions,46,207945,47.3,2.1,1.9,2025-10-21
Q32022,All industries,Federal Jurisdiction,13,30144,49.2,3.5,3.0,2025-10-21
Q32022,All industries,Provincial Jurisdiction,33,177801,46.9,1.8,1.7,2025-10-21
Q32022,Primary industries,All Jurisdictions,1,1011,60.0,2.0,2.0,2025-10-21
Q32022,Primary industries,Provincial Jurisdiction,1,1011,60.0,2.0,2.0,2025-10-21
Q32022,Utilities,All Jurisdictions,2,1425,47.6,0.3,1.0,2025-10-21
Q32022,Utilities,Provincial Jurisdiction,2,1425,47.6,0.3,1.0,2025-10-21
Q32022,Construction,All Jurisdictions,3,8120,34.5,10.8,6.0,2025-10-21
Q32022,Construction,Provincial Jurisdiction,3,8120,34.5,10.8,6.0,2025-10-21
Q32022,Manufacturing,All Jurisdictions,3,3650,60.0,11.8,4.8,2025-10-21
Q32022,Manufacturing,Provincial Jurisdiction,3,3650,60.0,11.8,4.8,2025-10-21
Q32022,Transportation,All Jurisdictions,8,19994,49.5,3.9,3.3,2025-10-21
Q32022,Transportation,Federal Jurisdiction,8,19994,49.5,3.9,3.3,2025-10-21
Q32022,Information and culture,All Jurisdictions,6,10870,47.6,2.4,2.2,2025-10-21
Q32022,Information and culture,Federal Jurisdiction,4,9590,50.0,2.6,2.4,2025-10-21
Q32022,Information and culture,Provincial Jurisdiction,2,1280,30.0,0.8,0.8,2025-10-21
Q32022,Finance and professional services,All Jurisdictions,4,18860,57.6,1.7,2.0,2025-10-21
Q32022,Finance and professional services,Federal Jurisdiction,1,560,24.0,4.0,3.5,2025-10-21
Q32022,Finance and professional services,Provincial Jurisdiction,3,18300,58.6,1.6,2.0,2025-10-21
Q32022,"Education, health, and social services",All Jurisdictions,13,95502,48.6,0.5,1.1,2025-10-21
Q32022,"Education, health, and social services",Provincial Jurisdiction,13,95502,48.6,0.5,1.1,2025-10-21
Q32022,Entertainment and hospitality,All Jurisdictions,1,800,48.0,8.6,4.4,2025-10-21
Q32022,Entertainment and hospitality,Provincial Jurisdiction,1,800,48.0,8.6,4.4,2025-10-21
Q32022,Public administration,All Jurisdictions,5,47713,40.5,2.2,1.9,2025-10-21
Q32022,Public administration,Provincial Jurisdiction,5,47713,40.5,2.2,1.9,2025-10-21
Q42022,All industries,All Jurisdictions,44,246342,39.3,3.9,3.6,2025-10-21
Q42022,All industries,Federal Jurisdiction,6,9188,48.8,3.3,2.7,2025-10-21
Q42022,All industries,Provincial Jurisdiction,38,237154,39.0,3.9,3.6,2025-10-21
Q42022,Utilities,All Jurisdictions,1,780,35.9,1.0,2.3,2025-10-21
Q42022,Utilities,Provincial Jurisdiction,1,780,35.9,1.0,2.3,2025-10-21
Q42022,Construction,All Jurisdictions,1,790,30.1,12.5,6.7,2025-10-21
Q42022,Construction,Provincial Jurisdiction,1,790,30.1,12.5,6.7,2025-10-21
Q42022,Manufacturing,All Jurisdictions,2,2560,43.9,6.5,4.2,2025-10-21
Q42022,Manufacturing,Provincial Jurisdiction,2,2560,43.9,6.5,4.2,2025-10-21
Q42022,Wholesale and retail trade,All Jurisdictions,1,787,48.0,1.0,0.6,2025-10-21
Q42022,Wholesale and retail trade,Provincial Jurisdiction,1,787,48.0,1.0,0.6,2025-10-21
Q42022,Transportation,All Jurisdictions,4,4088,51.5,3.2,2.8,2025-10-21
Q42022,Transportation,Federal Jurisdiction,4,4088,51.5,3.2,2.8,2025-10-21
Q42022,Information and culture,All Jurisdictions,1,600,36.0,2.0,2.0,2025-10-21
Q42022,Information and culture,Federal Jurisdiction,1,600,36.0,2.0,2.0,2025-10-21
Q42022,"Education, health, and social services",All Jurisdictions,21,197159,38.2,4.1,3.8,2025-10-21
Q42022,"Education, health, and social services",Provincial Jurisdiction,21,197159,38.2,4.1,3.8,2025-10-21
Q42022,Public administration,All Jurisdictions,13,39578,43.5,2.7,2.4,2025-10-21
Q42022,Public administration,Federal Jurisdiction,1,4500,48.0,3.5,2.8,2025-10-21
Q42022,Public administration,Provincial Jurisdiction,12,35078,42.9,2.5,2.4,2025-10-21
Q12023,All industries,All Jurisdictions,30,61655,42.6,3.8,3.4,2025-10-21
Q12023,All industries,Federal Jurisdiction,5,11340,55.9,1.3,2.6,2025-10-21
Q12023,All industries,Provincial Jurisdiction,25,50315,39.6,4.4,3.6,2025-10-21
Q12023,Primary industries,All Jurisdictions,1,750,48.0,3.5,2.9,2025-10-21
Q12023,Primary industries,Provincial Jurisdiction,1,750,48.0,3.5,2.9,2025-10-21
Q12023,Utilities,All Jurisdictions,3,2972,40.1,2.2,2.6,2025-10-21
Q12023,Utilities,Provincial Jurisdiction,3,2972,40.1,2.2,2.6,2025-10-21
Q12023,Construction,All Jurisdictions,3,14650,26.5,7.5,5.2,2025-10-21
Q12023,Construction,Provincial Jurisdiction,3,14650,26.5,7.5,5.2,2025-10-21
Q12023,Manufacturing,All Jurisdictions,1,596,36.0,3.9,3.0,2025-10-21
Q12023,Manufacturing,Provincial Jurisdiction,1,596,36.0,3.9,3.0,2025-10-21
Q12023,Transportation,All Jurisdictions,3,4553,34.5,1.4,1.8,2025-10-21
Q12023,Transportation,Federal Jurisdiction,2,1837,31.7,3.6,3.0,2025-10-21
Q12023,Transportation,Provincial Jurisdiction,1,2716,36.4,0.0,1.0,2025-10-21
Q12023,Information and culture,All Jurisdictions,1,6918,63.0,0.0,2.2,2025-10-21
Q12023,Information and culture,Federal Jurisdiction,1,6918,63.0,0.0,2.2,2025-10-21
Q12023,Finance and professional services,All Jurisdictions,1,635,36.0,4.5,4.2,2025-10-21
Q12023,Finance and professional services,Federal Jurisdiction,1,635,36.0,4.5,4.2,2025-10-21
Q12023,"Education, health, and social services",All Jurisdictions,12,22421,45.3,3.9,3.6,2025-10-21
Q12023,"Education, health, and social services",Provincial Jurisdiction,12,22421,45.3,3.9,3.6,2025-10-21
Q12023,Public administration,All Jurisdictions,5,8160,53.1,2.0,2.2,2025-10-21
Q12023,Public administration,Federal Jurisdiction,1,1950,60.0,2.8,2.9,2025-10-21
Q12023,Public administration,Provincial Jurisdiction,4,6210,50.9,1.8,2.0,2025-10-21
Q22023,All industries,All Jurisdictions,51,308518,42.4,2.6,3.0,2025-10-21
Q22023,All industries,Federal Jurisdiction,15,189076,46.2,2.5,3.2,2025-10-21
Q22023,All industries,Provincial Jurisdiction,36,119442,36.3,2.7,2.8,2025-10-21
Q22023,Utilities,All Jurisdictions,3,7554,27.1,4.3,3.7,2025-10-21
Q22023,Utilities,Provincial Jurisdiction,3,7554,27.1,4.3,3.7,2025-10-21
Q22023,Construction,All Jurisdictions,4,9202,24.0,8.4,7.3,2025-10-21
Q22023,Construction,Provincial Jurisdiction,4,9202,24.0,8.4,7.3,2025-10-21
Q22023,Manufacturing,All Jurisdictions,2,1800,42.9,4.1,3.7,2025-10-21
Q22023,Manufacturing,Provincial Jurisdiction,2,1800,42.9,4.1,3.7,2025-10-21
Q22023,Transportation,All Jurisdictions,10,19783,28.7,6.6,4.1,2025-10-21
Q22023,Transportation,Federal Jurisdiction,8,16143,29.3,7.3,4.3,2025-10-21
Q22023,Transportation,Provincial Jurisdiction,2,3640,26.1,3.8,3.2,2025-10-21
Q22023,Information and culture,All Jurisdictions,1,2160,48.1,3.2,3.2,2025-10-21
Q22023,Information and culture,Federal Jurisdiction,1,2160,48.1,3.2,3.2,2025-10-21
Q22023,Finance and professional services,All Jurisdictions,3,2984,47.8,7.5,4.4,2025-10-21
Q22023,Finance and professional services,Federal Jurisdiction,2,1430,24.0,11.1,6.9,2025-10-21
Q22023,Finance and professional services,Provincial Jurisdiction,1,1554,69.8,4.2,2.0,2025-10-21
Q22023,"Education, health, and social services",All Jurisdictions,20,81194,37.4,1.7,2.2,2025-10-21
Q22023,"Education, health, and social services",Provincial Jurisdiction,20,81194,37.4,1.7,2.2,2025-10-21
Q22023,Public administration,All Jurisdictions,8,183841,47.4,2.0,3.0,2025-10-21
Q22023,Public administration,Federal Jurisdiction,4,169343,48.0,2.0,3.0,2025-10-21
Q22023,Public administration,Provincial Jurisdiction,4,14498,40.8,2.8,2.6,2025-10-21
Q32023,All industries,All Jurisdictions,46,169307,37.5,5.4,4.3,2025-10-21
Q32023,All industries,Federal Jurisdiction,12,36336,46.5,3.0,3.7,2025-10-21
Q32023,All industries,Provincial Jurisdiction,34,132971,35.0,6.0,4.4,2025-10-21
Q32023,Utilities,All Jurisdictions,1,5408,30.0,4.5,4.8,2025-10-21
Q32023,Utilities,Provincial Jurisdiction,1,5408,30.0,4.5,4.8,2025-10-21
Q32023,Construction,All Jurisdictions,2,1849,56.8,12.8,4.0,2025-10-21
Q32023,Construction,Federal Jurisdiction,1,850,60.0,4.0,3.8,2025-10-21
Q32023,Construction,Provincial Jurisdiction,1,999,54.0,20.3,4.2,2025-10-21
Q32023,Manufacturing,All Jurisdictions,3,7490,37.7,9.0,4.9,2025-10-21
Q32023,Manufacturing,Provincial Jurisdiction,3,7490,37.7,9.0,4.9,2025-10-21
Q32023,Wholesale and retail trade,All Jurisdictions,1,1400,36.0,2.0,4.0,2025-10-21
Q32023,Wholesale and retail trade,Provincial Jurisdiction,1,1400,36.0,2.0,4.0,2025-10-21
Q32023,Transportation,All Jurisdictions,7,16358,43.9,4.5,4.3,2025-10-21
Q32023,Transportation,Federal Jurisdiction,5,12608,44.5,4.8,5.0,2025-10-21
Q32023,Transportation,Provincial Jurisdiction,2,3750,42.0,3.3,2.1,2025-10-21
Q32023,Information and culture,All Jurisdictions,2,1883,46.8,5.5,2.6,2025-10-21
Q32023,Information and culture,Federal Jurisdiction,2,1883,46.8,5.5,2.6,2025-10-21
Q32023,"Education, health, and social services",All Jurisdictions,16,101311,33.6,6.2,4.6,2025-10-21
Q32023,"Education, health, and social services",Provincial Jurisdiction,16,101311,33.6,6.2,4.6,2025-10-21
Q32023,Public administration,All Jurisdictions,14,33608,45.8,2.4,3.0,2025-10-21
Q32023,Public administration,Federal Jurisdiction,4,20995,47.0,1.7,3.0,2025-10-21
Q32023,Public administration,Provincial Jurisdiction,10,12613,43.6,3.5,3.0,2025-10-21
Q42023,All industries,All Jurisdictions,32,180530,48.9,4.0,3.0,2025-10-21
Q42023,All industries,Federal Jurisdiction,4,26541,50.5,3.8,3.3,2025-10-21
Q42023,All industries,Provincial Jurisdiction,28,153989,48.6,4.0,3.0,2025-10-21
Q42023,Utilities,All Jurisdictions,1,3220,24.0,3.7,3.5,2025-10-21
Q42023,Utilities,Provincial Jurisdiction,1,3220,24.0,3.7,3.5,2025-10-21
Q42023,Manufacturing,All Jurisdictions,3,13000,36.4,9.8,5.2,2025-10-21
Q42023,Manufacturing,Provincial Jurisdiction,3,13000,36.4,9.8,5.2,2025-10-21
Q42023,Wholesale and retail trade,All Jurisdictions,3,11979,60.0,9.8,4.0,2025-10-21
Q42023,Wholesale and retail trade,Provincial Jurisdiction,3,11979,60.0,9.8,4.0,2025-10-21
Q42023,Transportation,All Jurisdictions,4,4178,63.8,2.4,3.1,2025-10-21
Q42023,Transportation,Federal Jurisdiction,2,1881,83.0,3.6,3.2,2025-10-21
Q42023,Transportation,Provincial Jurisdiction,2,2297,48.1,1.4,3.1,2025-10-21
Q42023,"Education, health, and social services",All Jurisdictions,13,110141,50.6,2.8,2.6,2025-10-21
Q42023,"Education, health, and social services",Provincial Jurisdiction,13,110141,50.6,2.8,2.6,2025-10-21
Q42023,Public administration,All Jurisdictions,8,38012,45.2,3.5,3.2,2025-10-21
