Month,Industry,Sector_Type,Number_of_Agreements,Number_of_Employees,Duration_Months_Avg,First_Year_Pct_Adjustment_Avg,Annual_Pct_Adjustment_Avg,Extraction_Date
Q42024,Finance and professional services,Private Sector,1,6295,72.0,0.0,3.6,2025-10-21
Q42024,Finance and professional services,Public Sector,1,1020,48.0,4.8,3.1,2025-10-21
Q42024,"Education, health, and social services",All Sectors,10,137386,52.3,5.0,3.7,2025-10-21
Q42024,"Education, health, and social services",Private Sector,1,6696,48.0,3.5,3.1,2025-10-21
Q42024,"Education, health, and social services",Public Sector,9,130690,52.5,5.1,3.7,2025-10-21
Q42024,Entertainment and hospitality,All Sectors,1,561,24.0,10.0,6.9,2025-10-21
Q42024,Entertainment and hospitality,Private Sector,1,561,24.0,10.0,6.9,2025-10-21
Q42024,Public administration,All Sectors,10,25065,36.6,4.6,3.6,2025-10-21
Q42024,Public administration,Public Sector,10,25065,36.6,4.6,3.6,2025-10-21
Q12025,All industries,All Sectors,21,50994,49.7,4.2,3.4,2025-10-21
Q12025,All industries,Private Sector,8,10377,53.5,4.0,3.4,2025-10-21
Q12025,All industries,Public Sector,13,40617,48.7,4.2,3.4,2025-10-21
Q12025,Primary industries,All Sectors,1,536,36.0,3.0,3.0,2025-10-21
Q12025,Primary industries,Private Sector,1,536,36.0,3.0,3.0,2025-10-21
Q12025,Utilities,All Sectors,1,980,36.0,2.8,3.5,2025-10-21
Q12025,Utilities,Private Sector,1,980,36.0,2.8,3.5,2025-10-21
Q12025,Manufacturing,All Sectors,1,2400,72.0,4.0,3.2,2025-10-21
Q12025,Manufacturing,Private Sector,1,2400,72.0,4.0,3.2,2025-10-21
Q12025,Wholesale and retail trade,All Sectors,1,4947,72.0,6.0,3.3,2025-10-21
Q12025,Wholesale and retail trade,Public Sector,1,4947,72.0,6.0,3.3,2025-10-21
Q12025,Transportation,All Sectors,5,8457,41.3,4.5,3.7,2025-10-21
Q12025,Transportation,Private Sector,4,5057,44.9,5.5,4.0,2025-10-21
Q12025,Transportation,Public Sector,1,3400,36.0,3.0,3.2,2025-10-21
Q12025,"Education, health, and social services",All Sectors,8,13512,48.2,2.6,2.9,2025-10-21
Q12025,"Education, health, and social services",Private Sector,1,1404,72.0,0.0,1.8,2025-10-21
Q12025,"Education, health, and social services",Public Sector,7,12108,45.4,2.9,3.1,2025-10-21
Q12025,Public administration,All Sectors,4,20162,47.1,4.8,3.6,2025-10-21
Q12025,Public administration,Public Sector,4,20162,47.1,4.8,3.6,2025-10-21
Q22025,All industries,All Sectors,26,202589,46.9,5.8,4.4,2025-10-21
Q22025,All industries,Private Sector,12,128621,47.6,7.2,5.1,2025-10-21
Q22025,All industries,Public Sector,14,73968,45.6,3.3,3.1,2025-10-21
Q22025,Utilities,All Sectors,1,2300,60.0,3.0,3.5,2025-10-21
Q22025,Utilities,Public Sector,1,2300,60.0,3.0,3.5,2025-10-21
Q22025,Construction,All Sectors,8,123854,48.0,7.2,5.0,2025-10-21
Q22025,Construction,Private Sector,8,123854,48.0,7.2,5.0,2025-10-21
Q22025,Wholesale and retail trade,All Sectors,1,878,60.0,6.7,3.9,2025-10-21
Q22025,Wholesale and retail trade,Private Sector,1,878,60.0,6.7,3.9,2025-10-21
Q22025,Transportation,All Sectors,1,733,48.0,5.0,4.5,2025-10-21
Q22025,Transportation,Private Sector,1,733,48.0,5.0,4.5,2025-10-21
Q22025,Finance and professional services,All Sectors,1,1550,36.0,4.2,4.6,2025-10-21
Q22025,Finance and professional services,Private Sector,1,1550,36.0,4.2,4.6,2025-10-21
Q22025,"Education, health, and social services",All Sectors,9,58878,44.0,3.4,3.2,2025-10-21
Q22025,"Education, health, and social services",Public Sector,9,58878,44.0,3.4,3.2,2025-10-21
Q22025,Entertainment and hospitality,All Sectors,1,1606,24.0,10.8,10.2,2025-10-21
Q22025,Entertainment and hospitality,Private Sector,1,1606,24.0,10.8,10.2,2025-10-21
Q22025,Public administration,All Sectors,4,12790,50.1,3.2,2.9,2025-10-21
Q22025,Public administration,Public Sector,4,12790,50.1,3.2,2.9,2025-10-21
2016,All industries,All Sectors,292,1194600,48.5,0.9,1.4,2025-10-21
2016,All industries,Private Sector,128,247565,45.4,1.5,1.5,2025-10-21
2016,All industries,Public Sector,164,947035,49.2,0.7,1.3,2025-10-21
2016,Primary industries,All Sectors,8,14090,32.1,0.2,0.7,2025-10-21
2016,Primary industries,Private Sector,8,14090,32.1,0.2,0.7,2025-10-21
2016,Utilities,All Sectors,8,5800,48.9,0.8,1.4,2025-10-21
2016,Utilities,Private Sector,2,1490,28.0,0.5,1.1,2025-10-21
2016,Utilities,Public Sector,6,4310,56.2,0.8,1.5,2025-10-21
2016,Construction,All Sectors,53,112580,36.7,2.0,1.9,2025-10-21
2016,Construction,Private Sector,53,112580,36.7,2.0,1.9,2025-10-21
2016,Manufacturing,All Sectors,29,43197,51.0,1.9,1.4,2025-10-21
2016,Manufacturing,Private Sector,28,42677,51.1,1.9,1.4,2025-10-21
2016,Manufacturing,Public Sector,1,520,48.0,1.7,1.6,2025-10-21
2016,Wholesale and retail trade,All Sectors,9,24215,60.4,1.4,1.3,2025-10-21
2016,Wholesale and retail trade,Private Sector,8,23420,60.4,1.4,1.3,2025-10-21
2016,Wholesale and retail trade,Public Sector,1,795,60.0,0.5,1.5,2025-10-21
2016,Transportation,All Sectors,18,85950,42.0,1.0,1.4,2025-10-21
2016,Transportation,Private Sector,9,15850,91.4,1.0,1.6,2025-10-21
2016,Transportation,Public Sector,9,70100,30.8,1.0,1.3,2025-10-21
2016,Information and culture,All Sectors,5,14578,56.0,0.7,1.2,2025-10-21
2016,Information and culture,Private Sector,3,8528,67.0,0.2,1.1,2025-10-21
2016,Information and culture,Public Sector,2,6050,40.5,1.6,1.4,2025-10-21
2016,Finance and professional services,All Sectors,8,5980,41.7,1.9,1.7,2025-10-21
2016,Finance and professional services,Private Sector,3,1820,33.8,1.6,1.4,2025-10-21
2016,Finance and professional services,Public Sector,5,4160,45.2,2.0,1.8,2025-10-21
2016,"Education, health, and social services",All Sectors,98,697660,49.7,0.5,1.2,2025-10-21
2016,"Education, health, and social services",Private Sector,9,23100,33.1,0.6,0.7,2025-10-21
2016,"Education, health, and social services",Public Sector,89,674560,50.2,0.5,1.3,2025-10-21
2016,Entertainment and hospitality,All Sectors,5,4010,45.9,1.7,1.7,2025-10-21
2016,Entertainment and hospitality,Private Sector,5,4010,45.9,1.7,1.7,2025-10-21
2016,Public administration,All Sectors,51,186540,52.8,1.3,1.5,2025-10-21
2016,Public administration,Public Sector,51,186540,52.8,1.3,1.5,2025-10-21
2017,All industries,All Sectors,224,868612,39.8,1.7,1.7,2025-10-21
2017,All industries,Private Sector,75,193038,44.9,2.6,2.0,2025-10-21
2017,All industries,Public Sector,149,675574,38.3,1.4,1.7,2025-10-21
2017,Primary industries,All Sectors,10,13602,36.8,0.7,0.9,2025-10-21
2017,Primary industries,Private Sector,10,13602,36.8,0.7,0.9,2025-10-21
2017,Utilities,All Sectors,3,2920,29.4,1.6,1.7,2025-10-21
2017,Utilities,Private Sector,2,2230,27.4,1.7,1.8,2025-10-21
2017,Utilities,Public Sector,1,690,36.0,1.2,1.7,2025-10-21
2017,Construction,All Sectors,16,97270,44.5,3.4,2.0,2025-10-21
2017,Construction,Private Sector,16,97270,44.5,3.4,2.0,2025-10-21
2017,Manufacturing,All Sectors,10,10440,48.3,1.5,1.4,2025-10-21
2017,Manufacturing,Private Sector,10,10440,48.3,1.5,1.4,2025-10-21
2017,Wholesale and retail trade,All Sectors,7,14550,47.5,1.7,1.9,2025-10-21
2017,Wholesale and retail trade,Private Sector,6,7560,47.0,1.9,2.0,2025-10-21
2017,Wholesale and retail trade,Public Sector,1,6990,48.0,1.5,1.9,2025-10-21
2017,Transportation,All Sectors,19,28362,46.8,1.8,2.1,2025-10-21
2017,Transportation,Private Sector,13,21660,49.0,1.8,2.2,2025-10-21
2017,Transportation,Public Sector,6,6702,39.8,1.5,1.8,2025-10-21
2017,Information and culture,All Sectors,6,8936,47.3,1.6,1.8,2025-10-21
2017,Information and culture,Private Sector,4,7536,47.2,1.5,1.8,2025-10-21
2017,Information and culture,Public Sector,2,1400,48.0,1.7,1.8,2025-10-21
2017,Finance and professional services,All Sectors,11,20770,53.3,2.0,2.2,2025-10-21
2017,Finance and professional services,Private Sector,8,18420,54.7,2.1,2.3,2025-10-21
2017,Finance and professional services,Public Sector,3,2350,42.8,1.3,1.4,2025-10-21
2017,"Education, health, and social services",All Sectors,80,398216,30.5,1.5,1.7,2025-10-21
2017,"Education, health, and social services",Private Sector,2,8770,24.0,2.0,2.1,2025-10-21
2017,"Education, health, and social services",Public Sector,78,389446,30.6,1.5,1.7,2025-10-21
2017,Entertainment and hospitality,All Sectors,5,6350,46.7,2.0,1.9,2025-10-21
2017,Entertainment and hospitality,Private Sector,4,5550,51.7,2.2,2.2,2025-10-21
2017,Entertainment and hospitality,Public Sector,1,800,12.0,0.0,0.0,2025-10-21
2017,Public administration,All Sectors,57,267196,49.1,1.4,1.6,2025-10-21
2017,Public administration,Public Sector,57,267196,49.1,1.4,1.6,2025-10-21
2018,All industries,All Sectors,226,761192,42.7,1.4,1.4,2025-10-21
2018,All industries,Private Sector,82,220436,47.4,2.3,1.9,2025-10-21
2018,All industries,Public Sector,144,540756,40.7,1.0,1.2,2025-10-21
2018,Primary industries,All Sectors,2,2213,50.9,8.7,2.7,2025-10-21
2018,Primary industries,Private Sector,2,2213,50.9,8.7,2.7,2025-10-21
2018,Utilities,All Sectors,11,29176,44.9,1.3,2.0,2025-10-21
2018,Utilities,Private Sector,3,4220,48.3,2.0,2.1,2025-10-21
2018,Utilities,Public Sector,8,24956,44.3,1.2,2.0,2025-10-21
2018,Construction,All Sectors,16,93740,46.9,2.1,1.5,2025-10-21
2018,Construction,Private Sector,16,93740,46.9,2.1,1.5,2025-10-21
2018,Manufacturing,All Sectors,13,13488,51.9,2.2,1.9,2025-10-21
2018,Manufacturing,Private Sector,13,13488,51.9,2.2,1.9,2025-10-21
2018,Wholesale and retail trade,All Sectors,10,20373,52.8,0.9,1.4,2025-10-21
2018,Wholesale and retail trade,Private Sector,8,18913,53.5,0.9,1.5,2025-10-21
2018,Wholesale and retail trade,Public Sector,2,1460,42.7,0.1,0.3,2025-10-21
2018,Transportation,All Sectors,16,28882,44.0,2.0,2.2,2025-10-21
2018,Transportation,Private Sector,8,10100,44.3,2.5,2.4,2025-10-21
2018,Transportation,Public Sector,8,18782,43.9,1.8,2.1,2025-10-21
2018,Information and culture,All Sectors,8,25890,45.5,2.6,2.4,2025-10-21
2018,Information and culture,Private Sector,7,24240,43.6,2.3,2.5,2025-10-21
2018,Information and culture,Public Sector,1,1650,73.0,5.7,2.1,2025-10-21
2018,Finance and professional services,All Sectors,17,44852,47.9,2.7,2.1,2025-10-21
2018,Finance and professional services,Private Sector,15,42652,48.1,2.8,2.1,2025-10-21
2018,Finance and professional services,Public Sector,2,2200,44.4,1.5,1.7,2025-10-21
2018,"Education, health, and social services",All Sectors,77,330519,39.0,0.8,1.0,2025-10-21
2018,"Education, health, and social services",Private Sector,5,5860,41.6,1.3,1.3,2025-10-21
2018,"Education, health, and social services",Public Sector,72,324659,39.0,0.8,1.0,2025-10-21
2018,Entertainment and hospitality,All Sectors,9,7940,45.6,2.5,2.4,2025-10-21
2018,Entertainment and hospitality,Private Sector,5,5010,43.3,2.8,3.0,2025-10-21
2018,Entertainment and hospitality,Public Sector,4,2930,49.5,1.9,1.5,2025-10-21
2018,Public administration,All Sectors,47,164119,42.7,1.1,1.2,2025-10-21
2018,Public administration,Public Sector,47,164119,42.7,1.1,1.2,2025-10-21
2019,All industries,All Sectors,269,684720,43.1,1.8,1.8,2025-10-21
2019,All industries,Private Sector,97,187467,43.2,2.0,2.1,2025-10-21
2019,All industries,Public Sector,172,497253,43.0,1.7,1.7,2025-10-21
2019,Primary industries,All Sectors,4,5630,55.7,2.3,2.4,2025-10-21
2019,Primary industries,Private Sector,4,5630,55.7,2.3,2.4,2025-10-21
2019,Utilities,All Sectors,12,19730,36.0,1.8,2.1,2025-10-21
2019,Utilities,Private Sector,4,4580,38.2,2.0,1.8,2025-10-21
2019,Utilities,Public Sector,8,15150,35.4,1.7,2.2,2025-10-21
2019,Construction,All Sectors,44,109945,36.6,2.0,2.1,2025-10-21
2019,Construction,Private Sector,44,109945,36.6,2.0,2.1,2025-10-21
2019,Manufacturing,All Sectors,16,17760,61.1,2.0,2.2,2025-10-21
2019,Manufacturing,Private Sector,15,16980,61.7,2.0,2.2,2025-10-21
2019,Manufacturing,Public Sector,1,780,48.0,2.0,1.7,2025-10-21
2019,Wholesale and retail trade,All Sectors,11,25528,58.1,1.2,1.7,2025-10-21
2019,Wholesale and retail trade,Private Sector,8,18450,54.0,1.1,1.8,2025-10-21
2019,Wholesale and retail trade,Public Sector,3,7078,68.7,1.3,1.5,2025-10-21
2019,Transportation,All Sectors,20,41980,54.4,2.2,2.4,2025-10-21
2019,Transportation,Private Sector,12,22540,52.8,2.4,2.7,2025-10-21
2019,Transportation,Public Sector,8,19440,56.2,1.9,2.1,2025-10-21
2019,Information and culture,All Sectors,6,10782,53.8,1.2,1.3,2025-10-21
2019,Information and culture,Private Sector,3,2432,39.7,2.3,1.9,2025-10-21
2019,Information and culture,Public Sector,3,8350,57.9,0.8,1.1,2025-10-21
2019,Finance and professional services,All Sectors,6,5820,47.1,2.1,1.8,2025-10-21
2019,Finance and professional services,Private Sector,2,1880,48.0,0.5,1.2,2025-10-21
2019,Finance and professional services,Public Sector,4,3940,46.7,2.9,2.0,2025-10-21
2019,"Education, health, and social services",All Sectors,90,294965,38.3,1.3,1.6,2025-10-21
2019,"Education, health, and social services",Private Sector,3,3230,32.9,0.8,1.0,2025-10-21
2019,"Education, health, and social services",Public Sector,87,291735,38.4,1.3,1.6,2025-10-21
2019,Entertainment and hospitality,All Sectors,2,1800,36.0,7.1,5.0,2025-10-21
2019,Entertainment and hospitality,Private Sector,2,1800,36.0,7.1,5.0,2025-10-21
2019,Public administration,All Sectors,58,150780,48.8,2.4,1.9,2025-10-21
2019,Public administration,Public Sector,58,150780,48.8,2.4,1.9,2025-10-21
2020,All industries,All Sectors,182,809923,41.4,1.8,1.9,2025-10-21
2020,All industries,Private Sector,60,139261,47.0,2.0,1.7,2025-10-21
2020,All industries,Public Sector,122,670662,40.2,1.8,2.0,2025-10-21
2020,Primary industries,All Sectors,1,650,64.8,2.5,2.2,2025-10-21
2020,Primary industries,Private Sector,1,650,64.8,2.5,2.2,2025-10-21
2020,Utilities,All Sectors,5,12606,44.3,1.5,1.9,2025-10-21
2020,Utilities,Public Sector,5,12606,44.3,1.5,1.9,2025-10-21
2020,Construction,All Sectors,10,20042,44.5,0.8,1.0,2025-10-21
2020,Construction,Private Sector,10,20042,44.5,0.8,1.0,2025-10-21
2020,Manufacturing,All Sectors,14,39945,40.3,3.2,2.1,2025-10-21
2020,Manufacturing,Private Sector,14,39945,40.3,3.2,2.1,2025-10-21
2020,Wholesale and retail trade,All Sectors,9,13811,75.5,0.9,1.0,2025-10-21
2020,Wholesale and retail trade,Private Sector,8,13311,75.7,0.9,1.0,2025-10-21
2020,Wholesale and retail trade,Public Sector,1,500,72.0,1.0,1.2,2025-10-21
2020,Transportation,All Sectors,22,98811,51.5,2.1,2.3,2025-10-21
2020,Transportation,Private Sector,12,27233,55.0,2.7,2.6,2025-10-21
2020,Transportation,Public Sector,10,71578,50.1,1.8,2.2,2025-10-21
2020,Information and culture,All Sectors,2,3450,43.9,1.2,1.3,2025-10-21
2020,Information and culture,Private Sector,1,1200,36.1,1.5,1.5,2025-10-21
2020,Information and culture,Public Sector,1,2250,48.0,1.0,1.1,2025-10-21
2020,Finance and professional services,All Sectors,9,25148,45.8,1.3,1.6,2025-10-21
2020,Finance and professional services,Private Sector,7,18938,47.1,1.3,1.4,2025-10-21
2020,Finance and professional services,Public Sector,2,6210,42.0,1.5,2.2,2025-10-21
2020,"Education, health, and social services",All Sectors,74,385643,36.4,1.5,1.9,2025-10-21
2020,"Education, health, and social services",Private Sector,4,15904,30.9,0.9,1.2,2025-10-21
2020,"Education, health, and social services",Public Sector,70,369739,36.6,1.6,1.9,2025-10-21
2020,Entertainment and hospitality,All Sectors,3,2038,31.3,1.6,1.7,2025-10-21
2020,Entertainment and hospitality,Private Sector,3,2038,31.3,1.6,1.7,2025-10-21
2020,Public administration,All Sectors,33,207779,42.7,2.3,1.9,2025-10-21
2020,Public administration,Public Sector,33,207779,42.7,2.3,1.9,2025-10-21
2021,All industries,All Sectors,179,1030411,42.8,1.8,1.9,2025-10-21
2021,All industries,Private Sector,63,225105,48.6,2.0,2.0,2025-10-21
2021,All industries,Public Sector,116,805306,41.2,1.8,1.9,2025-10-21
2021,Primary industries,All Sectors,3,3139,44.5,1.4,2.4,2025-10-21
2021,Primary industries,Private Sector,3,3139,44.5,1.4,2.4,2025-10-21
2021,Utilities,All Sectors,8,17469,27.5,1.1,1.1,2025-10-21
2021,Utilities,Private Sector,2,1690,43.7,0.6,1.5,2025-10-21
2021,Utilities,Public Sector,6,15779,25.8,1.1,1.1,2025-10-21
2021,Construction,All Sectors,9,149177,47.9,2.0,2.0,2025-10-21
2021,Construction,Private Sector,9,149177,47.9,2.0,2.0,2025-10-21
2021,Manufacturing,All Sectors,15,14707,51.2,4.5,2.3,2025-10-21
2021,Manufacturing,Private Sector,15,14707,51.2,4.5,2.3,2025-10-21
2021,Wholesale and retail trade,All Sectors,10,24770,55.8,1.5,1.4,2025-10-21
2021,Wholesale and retail trade,Private Sector,9,23970,55.3,1.4,1.3,2025-10-21
2021,Wholesale and retail trade,Public Sector,1,800,72.0,5.7,3.2,2025-10-21
2021,Transportation,All Sectors,14,57058,40.6,2.1,2.5,2025-10-21
2021,Transportation,Private Sector,9,9853,46.1,2.7,2.1,2025-10-21
2021,Transportation,Public Sector,5,47205,39.5,2.0,2.6,2025-10-21
2021,Information and culture,All Sectors,5,8228,57.5,1.7,1.9,2025-10-21
2021,Information and culture,Private Sector,4,7410,59.8,1.7,1.9,2025-10-21
2021,Information and culture,Public Sector,1,818,36.0,2.0,2.0,2025-10-21
2021,Finance and professional services,All Sectors,6,7582,43.2,0.5,2.1,2025-10-21
2021,Finance and professional services,Private Sector,6,7582,43.2,0.5,2.1,2025-10-21
2021,"Education, health, and social services",All Sectors,69,584584,38.9,1.8,1.9,2025-10-21
2021,"Education, health, and social services",Private Sector,2,2741,35.2,1.2,3.4,2025-10-21
2021,"Education, health, and social services",Public Sector,67,581843,38.9,1.8,1.9,2025-10-21
2021,Entertainment and hospitality,All Sectors,4,4836,36.7,0.1,1.0,2025-10-21
2021,Entertainment and hospitality,Private Sector,4,4836,36.7,0.1,1.0,2025-10-21
2021,Public administration,All Sectors,36,158861,51.4,1.7,1.9,2025-10-21
2021,Public administration,Public Sector,36,158861,51.4,1.7,1.9,2025-10-21
2022,All industries,All Sectors,147,706936,42.5,2.8,2.7,2025-10-21
2022,All industries,Private Sector,42,139126,45.1,4.2,3.6,2025-10-21
2022,All industries,Public Sector,105,567810,41.9,2.5,2.5,2025-10-21
2022,Primary industries,All Sectors,1,1011,60.0,2.0,2.0,2025-10-21
2022,Primary industries,Private Sector,1,1011,60.0,2.0,2.0,2025-10-21
2022,Utilities,All Sectors,4,3055,44.7,0.4,1.6,2025-10-21
2022,Utilities,Public Sector,4,3055,44.7,0.4,1.6,2025-10-21
2022,Construction,All Sectors,8,58510,35.7,4.6,4.4,2025-10-21
2022,Construction,Private Sector,8,58510,35.7,4.6,4.4,2025-10-21
2022,Manufacturing,All Sectors,8,12376,52.3,9.0,3.9,2025-10-21
2022,Manufacturing,Private Sector,8,12376,52.3,9.0,3.9,2025-10-21
2022,Wholesale and retail trade,All Sectors,3,10577,43.5,7.9,3.1,2025-10-21
2022,Wholesale and retail trade,Private Sector,1,2800,61.0,0.0,0.3,2025-10-21
2022,Wholesale and retail trade,Public Sector,2,7777,37.2,10.8,4.1,2025-10-21
2022,Transportation,All Sectors,17,42278,42.0,3.3,2.9,2025-10-21
2022,Transportation,Private Sector,10,22728,50.3,3.7,3.2,2025-10-21
2022,Transportation,Public Sector,7,19550,32.3,2.8,2.6,2025-10-21
2022,Information and culture,All Sectors,9,15770,47.8,2.6,2.4,2025-10-21
2022,Information and culture,Private Sector,5,10990,49.1,3.1,2.8,2025-10-21
2022,Information and culture,Public Sector,4,4780,44.7,1.3,1.5,2025-10-21
2022,Finance and professional services,All Sectors,9,23855,53.6,1.8,2.1,2025-10-21
2022,Finance and professional services,Private Sector,5,20335,55.5,1.8,2.2,2025-10-21
2022,Finance and professional services,Public Sector,4,3520,42.6,1.3,1.5,2025-10-21
2022,"Education, health, and social services",All Sectors,59,404495,42.9,2.5,2.6,2025-10-21
2022,"Education, health, and social services",Private Sector,2,7970,49.8,3.8,3.7,2025-10-21
2022,"Education, health, and social services",Public Sector,57,396525,42.8,2.4,2.5,2025-10-21
2022,Entertainment and hospitality,All Sectors,2,2406,40.0,4.8,3.7,2025-10-21
2022,Entertainment and hospitality,Private Sector,2,2406,40.0,4.8,3.7,2025-10-21
2022,Public administration,All Sectors,27,132603,40.7,2.4,2.3,2025-10-21
